-0.02719104,0.9333305,0.06628368,-0.3517972,-0.03127749,0.9095383,0.06445616,-0.4093986,-0.01842071,0.8811375,0.03200409,-0.471416,0,0,0,0,0.70358,-0.5746129,-0.3413137,0.2414545,0.8659951,0.03392732,-0.4855424,-0.1146738,0.8632826,0.1002638,0.1813705,-0.460212,0.7098042,-0.2113972,-0.03376723,-0.6710805,0.7066783,0.4466945,-0.4073173,-0.3676446,0.9586667,0.07542231,-0.1819376,-0.2053492,-0.3342349,-0.1041258,0.9229882,0.1598054,-0.3403176,-0.01977541,0.9400775,-0.006868139,0.7848814,-0.6145127,-0.07293592,-0.03187085,-0.4129389,-0.01295541,0.9105448,0.01488843,0.07643992,-0.08255281,0.9865746,-0.1183737,0,0,0,0,0.5427263,0.6733223,-0.2858109,-0.4127923,0.899516,-0.03263431,0.4117134,-0.1424708,0.9119421,0.0173605,0.4033829,-0.07309139,0,0,0,0,-0.02784319,0.8801756,0.04912115,-0.4712779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.02466156,0.9283215,0.06466336,-0.3652801,-0.02825306,0.9063495,0.0631768,-0.4168227,-0.01736746,0.8807367,0.03219665,-0.4721913,0,0,0,0,0.7034823,-0.5744944,-0.3418024,0.2413298,0.8658997,0.03394085,-0.485713,-0.1146677,0.8624336,0.09821171,0.185016,-0.4607947,0.7191726,-0.1942584,-0.02625573,-0.6666071,0.7065778,0.445552,-0.4080611,-0.3683986,0.9556875,0.07982246,-0.1988682,-0.2018443,-0.3598655,-0.1006932,0.9151043,0.1514652,-0.3622734,0.0005293812,0.9318561,-0.02004727,0.7787758,-0.6202908,-0.09270339,-0.01239836,-0.40014,-0.01616361,0.9162716,0.008546585,0.2063497,-0.06690448,0.9674439,-0.1303681,0,0,0,0,0.5438655,0.6684502,-0.2904173,-0.4159838,0.9047747,-0.02843561,0.399132,-0.1458349,0.9121717,0.01757548,0.4028962,-0.07285975,0,0,0,0,-0.02643461,0.8798367,0.04867135,-0.4720379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.0208678,0.9273644,0.06356248,-0.3681297,-0.02433466,0.9056967,0.06231757,-0.418614,-0.01580327,0.8804845,0.03220185,-0.4727159,0,0,0,0,0.7032771,-0.5744509,-0.3425132,0.2410231,0.865833,0.03394768,-0.485832,-0.1146646,0.8543154,0.08003749,0.2187521,-0.4646361,0.7442328,-0.2432316,0.02062602,-0.6217157,0.7071344,0.4441171,-0.4084188,-0.3686663,0.9554596,0.0808024,-0.2032517,-0.1981331,-0.3484457,-0.1090264,0.9206409,0.138272,-0.3437451,0.01888406,0.9385016,-0.02640999,0.780669,-0.6185753,-0.08792308,-0.01378985,-0.3979926,-0.01575577,0.9172519,-0.001599856,0.1792298,-0.07469545,0.9728181,-0.1261839,0,0,0,0,0.5433292,0.66628,-0.29202,-0.419033,0.9045551,-0.02939485,0.3970164,-0.1526242,0.9122036,0.02068739,0.4023854,-0.07444945,0,0,0,0,-0.02404925,0.8796601,0.04803926,-0.4725589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.01745338,0.9252837,0.06533738,-0.3731977,-0.0209067,0.9041055,0.06431565,-0.4219236,-0.01378646,0.879621,0.03514403,-0.4741748,0,0,0,0,0.7021258,-0.574367,-0.3454728,0.2403547,0.8655142,0.03401262,-0.4863984,-0.114651,0.8368611,0.04790683,0.276459,-0.4700414,0.8491552,-0.04279762,0.2337301,-0.4716713,0.707263,0.4423999,-0.408191,-0.370731,0.954212,0.08349209,-0.2104539,-0.1954936,-0.3599224,-0.1171111,0.9170651,0.1254292,-0.355758,0.01063967,0.9344245,-0.01318949,0.7791784,-0.6199282,-0.09186288,-0.01145757,-0.3936986,-0.01258289,0.9190487,-0.01387691,0.1156799,-0.08928898,0.9821686,-0.1182817,0,0,0,0,0.5448623,0.6622363,-0.292789,-0.4228981,0.9062563,-0.02451207,0.3924735,-0.1551235,0.9124767,0.0244927,0.4004778,-0.08002502,0,0,0,0,-0.02181608,0.8788723,0.04979217,-0.4739496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.01622154,0.9266965,0.06870531,-0.3691207,-0.02001811,0.9047297,0.06769663,-0.4200959,-0.01396498,0.8788264,0.04274447,-0.4750179,0,0,0,0,0.7002565,-0.5739743,-0.3500216,0.240165,0.8642466,0.03430291,-0.4886442,-0.114578,0.8295615,0.03605959,0.2944413,-0.4731085,0.8397481,-0.05133069,0.2518843,-0.4782705,0.7092171,0.4398065,-0.4065813,-0.3718508,0.9499275,0.08777212,-0.2261778,-0.1969198,-0.3361299,-0.1279915,0.9261357,0.1136114,-0.3306288,0.01120884,0.9434863,-0.01981345,0.7728219,-0.6281706,-0.08858726,-0.01732888,-0.3985013,-0.007303209,0.9167631,-0.02624362,0.2292576,-0.08357168,0.961852,-0.1236831,0,0,0,0,0.5494099,0.6597877,-0.2906118,-0.4223432,0.9049224,-0.02296166,0.3964713,-0.1529666,0.9652373,0.03782969,0.2466546,-0.07776578,0,0,0,0,-0.02219869,0.878182,0.05471195,-0.4746685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.01646855,0.9279265,0.07296978,-0.3651801,-0.02073412,0.9048283,0.07187418,-0.4191538,-0.01746961,0.8767531,0.05502056,-0.4774636,0,0,0,0,0.6968118,-0.5742044,-0.3565077,0.2400937,0.8689719,0.03317533,-0.4801857,-0.1149301,0.8494451,0.0854471,0.2230222,-0.4705348,0.8513606,-0.3200447,0.1334211,-0.3936437,0.7094573,0.4360303,-0.4054398,-0.3770498,0.9450053,0.09248567,-0.2423376,-0.1992084,-0.3574543,-0.13001,0.918004,0.1122165,-0.3490867,0.02646476,0.9364855,-0.02081043,0.7720199,-0.6295693,-0.0830148,-0.02713548,-0.4032978,0.00006037181,0.9143331,-0.03668495,0.2359503,-0.09099465,0.9599723,-0.1204187,0,0,0,0,0.5513011,0.6588259,-0.2879774,-0.4231836,0.9041929,-0.0219901,0.4000821,-0.1479392,0.9690805,0.03953139,0.2298384,-0.08058873,0,0,0,0,-0.02530946,0.876217,0.06385062,-0.4769971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.01675748,0.9301924,0.07674452,-0.3585689,-0.02148606,0.9061569,0.07555715,-0.4155829,-0.01672666,0.8765519,0.05787917,-0.4775218,0,0,0,0,0.6952168,-0.5746542,-0.3595695,0.2390731,0.8684976,0.0332807,-0.4810406,-0.1149099,0.8555664,0.09983621,0.1960259,-0.4686284,0.8485979,-0.341807,0.1025358,-0.3905584,0.7121753,0.4312946,-0.4042104,-0.3786891,0.9457248,0.09298495,-0.2372907,-0.2016224,-0.3623819,-0.1353409,0.9153813,0.1115318,-0.3600349,0.0000158214,0.9327275,-0.01985544,0.769585,-0.633052,-0.07374327,-0.0393192,-0.4117109,0.02117578,0.9096392,-0.05101128,0.1698486,-0.113547,0.9725533,-0.1113488,0,0,0,0,0.553034,0.6578835,-0.2859529,-0.4237612,0.9017465,-0.02258811,0.4063821,-0.1455905,0.9585326,0.03881188,0.2690651,-0.08551548,0,0,0,0,-0.02552666,0.875844,0.06889515,-0.4769687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.01938378,0.9280757,0.08361317,-0.3623652,-0.02437241,0.9046274,0.0822975,-0.4174713,-0.01729992,0.8760887,0.06268199,-0.477745,0,0,0,0,0.6933711,-0.5748098,-0.3637918,0.2376669,0.8674415,0.03353594,-0.4829383,-0.1148531,0.8540596,0.0975622,0.19814,-0.4709611,0.8316879,-0.3900711,0.1174795,-0.3772775,0.714322,0.427119,-0.4023572,-0.3813423,0.9441309,0.09460588,-0.2401653,-0.2049076,-0.3675669,-0.1397187,0.9126403,0.1116288,-0.3618131,0.008649167,0.9322078,-0.00226536,0.7689916,-0.6326047,-0.0817869,-0.04211943,-0.4090546,0.02244341,0.910664,-0.05349541,0.2132345,-0.1089679,0.9639159,-0.1162892,0,0,0,0,0.5546837,0.6546878,-0.285101,-0.427115,0.9042602,-0.02042341,0.4022432,-0.1417636,0.9519243,0.03926767,0.2897613,-0.09130508,0,0,0,0,-0.02639041,0.8751954,0.07548293,-0.477115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.02066094,0.9260272,0.08842028,-0.366372,-0.02573997,0.903289,0.08707741,-0.4193137,-0.01801453,0.8760321,0.06586456,-0.477394,0,0,0,0,0.6927056,-0.5743221,-0.3665927,0.2364798,0.8673508,0.03357169,-0.4830952,-0.1148676,0.8556144,0.1036117,0.1878532,-0.4710623,0.8118214,-0.4019907,0.08432304,-0.4150171,0.7155851,0.4260277,-0.4004392,-0.3822131,0.9424276,0.09635469,-0.2437333,-0.207702,-0.4803991,-0.1266379,0.8581428,0.129501,-0.4728554,0.02685921,0.8802553,0.02892837,0.7701651,-0.63007,-0.09008167,-0.04174617,-0.4060057,0.02527996,0.9118554,-0.05513628,0.06870804,-0.1274047,0.9843652,-0.1003616,0,0,0,0,0.5550687,0.6527887,-0.2840558,-0.4302069,0.9064701,-0.01839945,0.3981343,-0.1395082,0.9136108,0.03024151,0.3932434,-0.09879573,0,0,0,0,-0.02681066,0.8750571,0.07921147,-0.4767408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.02192078,0.9243789,0.09408759,-0.36904,-0.02722588,0.9019418,0.09269168,-0.4209132,-0.01832474,0.8754488,0.06857573,-0.47807,0,0,0,0,0.6917118,-0.574356,-0.3688771,0.2357537,0.8646606,0.0342061,-0.4878886,-0.1147031,0.8306733,0.04572307,0.2812754,-0.4783047,0.8291258,-0.1261128,0.1928252,-0.5093766,0.7167004,0.42203,-0.4004753,-0.3845136,0.9390392,0.09983572,-0.2521307,-0.2113487,-0.4305485,-0.1287365,0.8841667,0.1276886,-0.416216,0.0438592,0.9069467,0.0478361,0.7763876,-0.6213935,-0.09506861,-0.04532556,0.5671018,0.1427781,0.8030731,0.1143834,0.1274943,-0.1712564,0.9675352,-0.135248,0,0,0,0,0.5515143,0.6537843,-0.2806673,-0.4354584,0.9078487,-0.01881865,0.3953205,-0.1384858,0.9465254,0.0914232,-0.3043894,-0.0554853,0,0,0,0,-0.02705557,0.874364,0.08283482,-0.4773825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
